Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
14-02-2025,Personal,Personal - Food & Dining,Bikanervala,Restaurant,Restaurant / dining /?? Bikanervala,66,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-02-2025,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,2225.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-02-2025,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,2173.33,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-02-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,520,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-02-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-02-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-02-2025,Personal,Personal - Miscellaneous,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,498.8,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,56.9,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,5.8,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-02-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,14.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,-4.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,13.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2025,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2025,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,149,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,7.45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Personal,Personal - Air Travel,Air India,Airline,Air travel booking /?? Air India,605,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,50.28,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,8,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Personal,Personal - Shopping & Lifestyle,Groupon,Retail - Online,Online retail purchase /?? Groupon,66.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2025,Personal,Personal - Shopping & Lifestyle,Groupon,Retail - Online,Online retail purchase /?? Groupon,53.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",880.24,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",749.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Food & Dining,Puranmal Restaurant & Sweets,Restaurant,Restaurant / dining /?? Puranmal Restaurant & Sweets,54.34,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,113.48,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Medical & Pharmacy,RALS Pharmacy,Pharmacy,Pharmacy purchase /?? RALS Pharmacy,70.69,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),6676.18,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Inward IPP Credit (Instant Payment),Bank Transfer,Bank transfer /?? Inward IPP Credit (Instant Payment),-749,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Inward IPP Credit (Instant Payment),Bank Transfer,Bank transfer /?? Inward IPP Credit (Instant Payment),-880,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Inward IPP Credit (Instant Payment),Bank Transfer,Bank transfer /?? Inward IPP Credit (Instant Payment),-6676,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,6520,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Fortune Foods,Supermarket,Supermarket purchase /?? Fortune Foods,62.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Genesis Insurance Brokers,Insurance,Insurance payment /?? Genesis Insurance Brokers,479.76,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-02-2025,Personal,Personal - Shopping & Lifestyle,Noon,Online Marketplace,Online shopping /?? Noon,55.38,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-02-2025,Personal,Personal - Air Travel,SpiceJet,Airline,Air travel booking /?? SpiceJet,548.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-02-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",619.81,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-02-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,229.52,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-02-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,16.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-02-2025,Personal,Personal - Miscellaneous,Bouz Al Jedi Restaurant,Restaurant,Restaurant / dining /?? Bouz Al Jedi Restaurant,13,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-02-2025,Personal,Personal - Subscriptions & Software,Google,Software/Cloud,Software/cloud subscription /?? Google,27.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-02-2025,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,27.53,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,114.36,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-01-2025,Business,Post & Courier,Emirates Post,Post & Courier,Courier/postage /?? Emirates Post,300,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2025,Personal,Personal - Food & Dining,Safar Tas Restaurant,Restaurant,Restaurant / dining /?? Safar Tas Restaurant,13.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,35.98,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-01-2025,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,107.23,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-01-2025,Personal,Personal - Miscellaneous,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,58.69,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-01-2025,Personal,Personal - Miscellaneous,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,150,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-01-2025,Personal,Personal - Miscellaneous,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),6676.18,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",749.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2025,Personal,Personal - Miscellaneous,Genesis Insurance Brokers,Insurance,Insurance payment /?? Genesis Insurance Brokers,479.76,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2025,Personal,Personal - Miscellaneous,Genesis Insurance Brokers,Insurance,Insurance payment /?? Genesis Insurance Brokers,479.76,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2025,Business,Vehicle Fines - Business,Sharjah Police,Government / Fines,Traffic/government fine /?? Sharjah Police,300,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,556.24,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,306.92,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2025,Personal,Personal - Miscellaneous,GMG Consumer (Sun & Sand / Sports),Retail,Retail purchase /?? GMG Consumer (Sun & Sand / Sports),14.77,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2025,Personal,Personal - Shopping & Lifestyle,Giordano,Retail - Apparel,Clothing purchase /?? Giordano,39.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-01-2025,Personal,Personal - Drinking Water,Al Huda Drinking Water,Utility,Utility bill /?? Al Huda Drinking Water,400,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-01-2025,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,6520,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-01-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-01-2025,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,18.26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",880.24,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Food & Dining,Little China Restaurant,Restaurant,Restaurant / dining /?? Little China Restaurant,43,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,7.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,186.35,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,443.27,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Miscellaneous,Global Village,Leisure,Leisure/entertainment /?? Global Village,25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Miscellaneous,Global Village,Leisure,Leisure/entertainment /?? Global Village,137,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2025,Personal,Personal - Shopping & Lifestyle,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,95.31,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,33.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,42.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-01-2025,Personal,Personal - Food & Dining,Noon,Online Marketplace,Online shopping /?? Noon,5.92,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-01-2025,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-01-2025,Personal,Personal - Travel & Conveyance,Rocky Gents Saloon,Salon/Beauty,Salon/beauty service /?? Rocky Gents Saloon,15.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2025,Personal,Personal - Air Travel,Air Arabia,Airline,Air travel booking /?? Air Arabia,735.63,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,92.85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,48.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,18.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,18.9,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-01-2025,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,5.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-01-2025,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,2008.94,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-01-2025,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,387.3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-01-2025,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,232,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,25.09,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,18.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,17.73,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-01-2025,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-01-2025,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,16.49,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
