Date,Description,Reference,Credit,Debit,Balance,Trigger
10-10-2024,PettyCash_PJ, CWDR To Pettycash_PJ/9936/10-10-2024 07:38:51/SWT,,1402,3098.46,PettyCash_PJ
09-10-2024,PettyCash_PJ, CWDR To Pettycash_PJ/410/09-10-2024 07:51:30/SWT,,10000,4500.46,PettyCash_PJ
09-10-2024,PettyCash_PJ, CWDR To Pettycash_PJ/411/09-10-2024 07:52:42/SWT,,4000,14500.46,PettyCash_PJ
08-10-2024,Bank_CS, From Bank-CS,24000,,18500.46,Bank_CS
08-10-2024,PettyCash_PJ, CWDR To Pettycash_PJ/1792802114/08-10-2024 20:05:10/SWT,,5002,-5499.54,PettyCash_PJ
08-10-2024,PettyCash_PJ #2, CWDR To Pettycash_PJ/1792804035/08-10-2024 20:06:04/SWT,,5002,-497.54,PettyCash_PJ #2
27-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/2062947256/27-09-2024 08:06:53/SWT,,3702,4504.46,PettyCash_PJ
26-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/9191/26-09-2024 07:51:34/SWT,,10000,8206.46,PettyCash_PJ
26-09-2024,PettyCash_PJ #2, CWDR To Pettycash_PJ/9192/26-09-2024 07:52:43/SWT,,10000,18206.46,PettyCash_PJ #2
25-09-2024,Bank_CS, From Bank-CS,23500,,28206.46,Bank_CS
19-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/703355/19-09-2024 19:37:12/SWT,,1302,4706.46,PettyCash_PJ
16-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/228761/16-09-2024 15:23:49/SWT,,502,6008.46,PettyCash_PJ
14-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/930566/14-09-2024 09:57:59/SWT,,202,6510.46,PettyCash_PJ
09-09-2024,Bank_CS, From Bank-CS,5700,,6712.46,Bank_CS
09-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/2042966912/09-09-2024 06:13:31/SWT,,5002,1012.46,PettyCash_PJ
09-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/2042967027/09-09-2024 06:14:33/SWT,,702,6014.46,PettyCash_PJ
05-09-2024,PettyCash_PJ, CWDR To Pettycash_PJ/455531/05-09-2024 17:00:21/SWT,,202,6716.46,PettyCash_PJ
